id,status,_server_id,text,span_label.responses,span_label.responses.users,span_label.responses.status
29ab51af-5cbe-4ecd-a9fc-8574e30ceac2,completed,0e392e54-aa37-40f5-8257-fb08520edf08,louro serrada em sarrafos,"[array([{'end': 5, 'label': 'ESPECIE', 'start': 0},
        {'end': 25, 'label': 'CORTE', 'start': 17}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
c42932cb-1232-4fd5-9da5-3e174c5226ee,completed,99e204d1-aae6-4c16-aaf6-a33deda05d56,"viga mista (6,0x12) guajara-branco serrado","[array([{'end': 4, 'label': 'CORTE', 'start': 0},
        {'end': 18, 'label': 'DIMENSÃO', 'start': 12},
        {'end': 10, 'label': 'ESPECIE', 'start': 5},
        {'end': 34, 'label': 'ESPECIE', 'start': 20}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
54b6c177-cdd0-4d66-b9cf-a4fbf95bb837,completed,7bd8b3f3-bc9d-47a5-bf76-f805d102f0d6,louro-vermelho serrada caibro-caibrinho,"[array([{'end': 14, 'label': 'ESPECIE', 'start': 0},
        {'end': 29, 'label': 'CORTE', 'start': 23},
        {'end': 39, 'label': 'CORTE', 'start': 30}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
39f5b3da-0751-407d-998d-68a78a650526,pending,10e0618a-8e29-4809-8e95-d1558cd024e9,papel oficio senninha verde,"[array([], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['discarded']
b87b73bd-a6f2-4c0b-98d9-2998a3ddd06e,completed,d5f39bfd-8f9e-47ee-a7d3-bf732125bd39,"compensado 1.6 x 2.2 x 0,6 mm","[array([{'end': 29, 'label': 'DIMENSÃO', 'start': 11}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
a08c9569-cdae-4bf8-b050-cff8ed66b627,completed,95589f52-9dec-4dfb-aaf7-8a95a4e548df,porta diagonal timborana 80,"[array([{'end': 5, 'label': 'CORTE', 'start': 0},
        {'end': 24, 'label': 'ESPECIE', 'start': 15},
        {'end': 27, 'label': 'DIMENSÃO', 'start': 25}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
09bb72d1-b3e4-4051-9914-7a7b7379729f,completed,4854dc25-1d8f-41d6-8524-e98899d693f2,tabuas de pequiarana - taipa,"[array([{'end': 6, 'label': 'CORTE', 'start': 0},
        {'end': 21, 'label': 'ESPECIE', 'start': 10},
        {'end': 28, 'label': 'CORTE', 'start': 23}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
614dbdb6-6549-4453-b53a-46ea93bf63b7,completed,c124b9f3-637d-4074-bbd0-2f63b81e0a23,viga de cambara 5x10 metro corrido,"[array([{'end': 4, 'label': 'CORTE', 'start': 0},
        {'end': 15, 'label': 'ESPECIE', 'start': 8},
        {'end': 26, 'label': 'DIMENSÃO', 'start': 16}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
151796c1-ed83-4123-9e90-16a20d6070c9,completed,b5fde04b-418b-42b7-9bab-0b73ed0bc57d,prancha,"[array([{'end': 7, 'label': 'CORTE', 'start': 0}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
ad84b377-0c2a-45bf-bf51-e452ea6ef0d0,completed,91ca2857-4f11-4752-a1ca-623c8c9a63b1,"louro vermelho 2,5cm","[array([{'end': 14, 'label': 'ESPECIE', 'start': 0},
        {'end': 20, 'label': 'DIMENSÃO', 'start': 15}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
0abaf010-e46d-43f7-8133-b0d313efcce2,completed,8c0cd70b-b3a5-4f6c-8a77-33a03802cf1b,"madeira em tabua de freijo 4,00x0,30x3,50","[array([{'end': 16, 'label': 'CORTE', 'start': 11},
        {'end': 26, 'label': 'ESPECIE', 'start': 20},
        {'end': 41, 'label': 'DIMENSÃO', 'start': 27}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
28befa18-a3e6-4695-92b8-fcbb8709eea9,completed,ce29579e-efad-426f-ac19-e7376cd74d07,-madeira serrada (prancha) - da especie - breu,"[array([{'end': 25, 'label': 'CORTE', 'start': 18},
        {'end': 46, 'label': 'ESPECIE', 'start': 42}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
cde2a6f4-cd6d-4372-b272-4e188f543fe9,completed,d9feff83-eee6-420b-829a-65c8d261374a,goiabao serrado ripas,"[array([{'end': 7, 'label': 'ESPECIE', 'start': 0},
        {'end': 21, 'label': 'CORTE', 'start': 16}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
699c00c9-792d-4442-9b91-ad47765ea416,completed,687298ea-1a41-41fd-95c5-c6033799b494,madeira serrada ripa ( uxi ),"[array([{'end': 21, 'label': 'CORTE', 'start': 16},
        {'end': 27, 'label': 'ESPECIE', 'start': 23}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
b6582324-6297-4b1e-a0f9-65ab031c4804,completed,4dd3381e-af45-41e8-a4c1-e76e3ce0c33a,angelim vermelho sarrafos,"[array([{'end': 16, 'label': 'ESPECIE', 'start': 0},
        {'end': 25, 'label': 'CORTE', 'start': 17}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
26172e0e-1b6f-48f5-8333-c6f39dfba3f3,completed,3f3a8941-f38d-43ec-9ccb-6652a5d74517,"mourao de euc. imunizado 4,0m - 18/20cm","[array([{'end': 6, 'label': 'CORTE', 'start': 0},
        {'end': 14, 'label': 'ESPECIE', 'start': 10},
        {'end': 29, 'label': 'DIMENSÃO', 'start': 25},
        {'end': 39, 'label': 'DIMENSÃO', 'start': 32}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
fc722235-0d13-4b4b-be19-2c0284571782,completed,980f5f2f-35ee-4eee-a974-b94ee17c02f9,louro preto serrado sarrafos 3 x 5,"[array([{'end': 11, 'label': 'ESPECIE', 'start': 0},
        {'end': 28, 'label': 'CORTE', 'start': 20},
        {'end': 34, 'label': 'DIMENSÃO', 'start': 29}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
dc92fb03-c909-498c-bad1-ec36125985d0,completed,0f0ee249-5f8c-4508-881e-80bc22fceadb,madeira serrada em ripas da especie - taxi,"[array([{'end': 24, 'label': 'CORTE', 'start': 19},
        {'end': 42, 'label': 'ESPECIE', 'start': 38}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
8150d7a1-e0a6-4df9-8d0f-9037b7aa6b37,completed,68c2306d-1387-4471-b15d-b03e824471b4,madeira serr viga louro,"[array([{'end': 17, 'label': 'CORTE', 'start': 13},
        {'end': 23, 'label': 'ESPECIE', 'start': 18}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
eb350e30-c714-430e-bc71-b5534184dd4c,completed,425debe9-9950-43ce-ac22-4f201cec6495,"linha 3/6 7,50m","[array([{'end': 5, 'label': 'CORTE', 'start': 0},
        {'end': 9, 'label': 'DIMENSÃO', 'start': 6},
        {'end': 15, 'label': 'DIMENSÃO', 'start': 10}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
4e4a94e1-d3d8-4790-99b2-a1ae026e248f,completed,13b6ec0a-6d12-40e3-8617-813add7c4340,madeira serrada em pranchao desdobrados da essencia jatoba (hymenaea courbaril l.),"[array([{'end': 27, 'label': 'CORTE', 'start': 19},
        {'end': 59, 'label': 'ESPECIE', 'start': 52},
        {'end': 81, 'label': 'ESPECIE', 'start': 60}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
6a1bbe3b-3ff9-4378-8c45-535814f9761d,completed,ba11b78b-2608-403c-b673-82079b8364f6,"tabua andiroba 3,5","[array([{'end': 5, 'label': 'CORTE', 'start': 0},
        {'end': 14, 'label': 'ESPECIE', 'start': 6},
        {'end': 18, 'label': 'DIMENSÃO', 'start': 15}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
2b4d2926-940c-4c13-8051-22d621e5933a,completed,581ca831-12b7-45ab-9fec-93f300cfd5b8,"madeira serrada tipo prancha, esp. angelim, hymenolobium excelsum ducke","[array([{'end': 28, 'label': 'CORTE', 'start': 21},
        {'end': 42, 'label': 'ESPECIE', 'start': 35},
        {'end': 71, 'label': 'ESPECIE', 'start': 44}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
0f17627b-ce35-45a8-b8c6-f4ac3fff6999,completed,7751e22a-cc57-4acf-90fd-b7585e00af50,timborana serrada (viga),"[array([{'end': 9, 'label': 'ESPECIE', 'start': 0},
        {'end': 23, 'label': 'CORTE', 'start': 19}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
628f2f38-19bb-4ccd-88d5-cd455f3f0c85,pending,598c0fb0-577e-486c-b2dd-a84569f1816f,palito de dente fiat lux,"[array([], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['discarded']
2341bcf8-0e67-40e9-9d78-7a80438f7694,completed,602113c8-ad61-4f38-89e5-a2663a864db5,"poste de eucalipto tratada 3,5 x 16 a 18 - eucalpito barrote","[array([{'end': 18, 'label': 'ESPECIE', 'start': 9},
        {'end': 40, 'label': 'DIMENSÃO', 'start': 27},
        {'end': 52, 'label': 'ESPECIE', 'start': 43},
        {'end': 60, 'label': 'CORTE', 'start': 53},
        {'end': 5, 'label': 'CORTE', 'start': 0}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
df1b50cc-3867-40bd-a272-5f00b62fd49a,completed,c77f2e55-23ca-4cc1-97b3-300cadc425f2,porta laminada,"[array([{'end': 5, 'label': 'CORTE', 'start': 0}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
f20a30ce-f13b-4e24-85e6-4789a7e47a32,completed,106b1993-0985-43b0-bb81-3ff7e92a1865,mad. esp. ang. vermelho industrializada de residuo (caibrinho),"[array([{'end': 23, 'label': 'ESPECIE', 'start': 10},
        {'end': 61, 'label': 'CORTE', 'start': 52}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
35a22ed5-9ead-4754-9c74-f6ff33da3b4a,completed,e68807f9-0341-4394-88f3-f80dec2cb74e,"caibros   144 de 3,50mt","[array([{'end': 7, 'label': 'CORTE', 'start': 0},
        {'end': 23, 'label': 'DIMENSÃO', 'start': 10}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
c56ad547-e6f4-4782-9011-fadc13edb99f,completed,f3cbcef5-9a62-4537-b423-8b75ef47c235,jatoba serrado tabuas,"[array([{'end': 6, 'label': 'ESPECIE', 'start': 0},
        {'end': 21, 'label': 'CORTE', 'start': 15}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
fff904ee-96f2-43a5-8c3b-05c40fbc0669,completed,cc3bdcbe-684a-4ea1-9ce9-ba14196edd62,madeira serrada em caibro de jatoba,"[array([{'end': 25, 'label': 'CORTE', 'start': 19},
        {'end': 35, 'label': 'ESPECIE', 'start': 29}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
272e4a4d-5d4f-47ad-be40-65fbfc22c748,completed,ffebfac5-97ca-4e53-b414-97b99ba92abe,janela madeira 100x80,"[array([{'end': 6, 'label': 'CORTE', 'start': 0},
        {'end': 21, 'label': 'DIMENSÃO', 'start': 15}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
6667fdaa-7418-4863-8a3e-35d890e09526,completed,2a416654-0077-479c-a7f5-31137d8f4f57,madeira serrada da especie massaranduba vigas,"[array([{'end': 39, 'label': 'ESPECIE', 'start': 27},
        {'end': 45, 'label': 'CORTE', 'start': 40}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
5fafffa8-a831-4466-88f7-5d2485b594d8,completed,0cf7bbe1-4c1d-4f07-8097-8c926fc3713e,"linha mix 5x10 2,5mt-madeira","[array([{'end': 5, 'label': 'CORTE', 'start': 0},
        {'end': 9, 'label': 'ESPECIE', 'start': 6},
        {'end': 14, 'label': 'DIMENSÃO', 'start': 10},
        {'end': 20, 'label': 'DIMENSÃO', 'start': 15}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
2fd60e74-e5ca-4b3e-8cbc-471eaa2c26b7,completed,804a098b-0237-4f45-9988-662fe5aabe61,hymenaea courbaril l. jatoba- 28-  viga,"[array([{'end': 21, 'label': 'ESPECIE', 'start': 0},
        {'end': 28, 'label': 'ESPECIE', 'start': 22},
        {'end': 39, 'label': 'CORTE', 'start': 35}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
91a46b0a-4c40-470f-87a9-da0c032164be,completed,d9c2b5b7-3073-45ec-a28d-58ebb4277338,tabua madeira mista,"[array([{'end': 5, 'label': 'CORTE', 'start': 0},
        {'end': 19, 'label': 'ESPECIE', 'start': 14}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
b86c2c6c-768f-4e06-9e72-2019faf3edf4,completed,f5e418df-3d12-4fc0-a288-59bab7105f66,caibro misto guajara mad ind res,"[array([{'end': 6, 'label': 'CORTE', 'start': 0},
        {'end': 12, 'label': 'ESPECIE', 'start': 7},
        {'end': 20, 'label': 'ESPECIE', 'start': 13}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
f0ebcca3-db6d-405b-9aa2-ebf1ea768c90,completed,e27d9f7b-e023-4d1d-a133-74b7932c2434,macaranduba - madeira ser - sarrafos (caibrinho),"[array([{'end': 12, 'label': 'ESPECIE', 'start': 0},
        {'end': 36, 'label': 'CORTE', 'start': 28},
        {'end': 47, 'label': 'CORTE', 'start': 38}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
befc4054-4ee6-429d-bc2f-b07d5cbd30e2,completed,76ba880e-adbb-4c66-8d55-ce50761ef504,tanibuca serrada caibro-caibrinho,"[array([{'end': 8, 'label': 'ESPECIE', 'start': 0},
        {'end': 23, 'label': 'CORTE', 'start': 17},
        {'end': 33, 'label': 'CORTE', 'start': 24}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
488f9a1f-ea8f-4a38-b556-f6c95c592704,completed,f706cd74-b785-4da8-8a23-dc6a78bba230,quarubatinga serrado em vigota,"[array([{'end': 30, 'label': 'CORTE', 'start': 24},
        {'end': 12, 'label': 'ESPECIE', 'start': 0}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
9daa655f-d9a9-47ee-acc7-3e55165fcc1b,completed,14e00d05-e75f-4910-9d6c-503a45cb8e94,porta veneziana 2.10 x 80 cxd andiroba,"[array([{'end': 5, 'label': 'CORTE', 'start': 0},
        {'end': 25, 'label': 'DIMENSÃO', 'start': 16},
        {'end': 38, 'label': 'ESPECIE', 'start': 30}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
72603ede-3aae-4d92-93f0-b1f19bea64ea,completed,0ee97836-ab1b-4ad4-adab-04d44b8d54c3,macaranduba mad ind de residuo caibrinho,"[array([{'end': 40, 'label': 'CORTE', 'start': 31},
        {'end': 11, 'label': 'ESPECIE', 'start': 0}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
b03aee30-5f42-40bf-92c8-a2c1146a234c,completed,3f3c0793-0b5c-451d-8e65-9001a62aac15,linha massaranduba 5 x 12,"[array([{'end': 5, 'label': 'CORTE', 'start': 0},
        {'end': 18, 'label': 'ESPECIE', 'start': 6},
        {'end': 25, 'label': 'DIMENSÃO', 'start': 19}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
b0bb54a3-16c3-444b-8533-54fe125a0680,completed,fe2c5941-07ef-4cbb-9911-49ce9aaba9da,tauari serr. tabua,"[array([{'end': 18, 'label': 'CORTE', 'start': 13},
        {'end': 6, 'label': 'ESPECIE', 'start': 0}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
b1fafdd0-edd1-466f-9251-10ed5360b819,completed,cc2b8113-7a7b-4729-a9fe-00ccc3ea2238,madeira serrada na especie angelim vermelho- caibro,"[array([{'end': 43, 'label': 'ESPECIE', 'start': 27},
        {'end': 51, 'label': 'CORTE', 'start': 45}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
4e34ea3e-7cc2-4cca-b8bd-bada78403e41,completed,581ab072-236e-4d93-a96a-49ee73895389,"porta mista 2,10x100m","[array([{'end': 5, 'label': 'CORTE', 'start': 0},
        {'end': 11, 'label': 'ESPECIE', 'start': 6},
        {'end': 21, 'label': 'DIMENSÃO', 'start': 12}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
2bfd5257-c7eb-450f-a205-289085a8dcc2,completed,72ff747e-5669-4e8f-8483-c10c2fe7fdf0,madeira serrada pranchao desdobrado de jatoba,"[array([{'end': 24, 'label': 'CORTE', 'start': 16},
        {'end': 45, 'label': 'ESPECIE', 'start': 39}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
8ff67e6d-97e9-4146-a667-a4c9371793d7,completed,f1724989-ee68-4ff7-b293-c0c75c977116,madeira serrada em vigota da essencia - guaruba-cedro,"[array([{'end': 25, 'label': 'CORTE', 'start': 19},
        {'end': 53, 'label': 'ESPECIE', 'start': 40}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
51bd65dc-ace4-413a-bf91-400f754cc896,completed,254cfd52-0a81-4ebd-bcd7-84dc46a5827d,cx porta jatoba 15x70cm comerc,"[array([{'end': 8, 'label': 'CORTE', 'start': 3},
        {'end': 15, 'label': 'ESPECIE', 'start': 9},
        {'end': 23, 'label': 'DIMENSÃO', 'start': 16}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
b77f3a37-512b-48e3-8dbd-28216232bbab,completed,d04386f6-c4fc-470e-a09f-5a0f074dce3b,madeira serrada tipo (prancha) da especie- timborana,"[array([{'end': 29, 'label': 'CORTE', 'start': 22},
        {'end': 52, 'label': 'ESPECIE', 'start': 43}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
e4d44e5f-65dc-492e-a62d-39464bdbd64c,completed,dfbadb47-25aa-48b4-bad2-61de0b84380b,armador ipe,"[array([{'end': 11, 'label': 'ESPECIE', 'start': 8}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
f04d327f-b638-44b8-9702-7bdc702fd6ed,pending,0c7ac6da-6b0a-4f99-b3a3-ad6262f395e1,espatula de pau,"[array([], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['discarded']
4cb45b20-46c4-495a-932b-d2f45654b081,completed,8b3316d4-f117-4078-9d75-9e4118b5bf59,"linha 5x28 cm angelim c/ 6,0 mt","[array([{'end': 5, 'label': 'CORTE', 'start': 0},
        {'end': 13, 'label': 'DIMENSÃO', 'start': 6},
        {'end': 21, 'label': 'ESPECIE', 'start': 14},
        {'end': 31, 'label': 'DIMENSÃO', 'start': 25}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
6a9234dc-4760-4302-85d2-eb25958506cb,completed,ddcd7cbd-61af-4eec-a99a-61ede0640375,madeira serrada em viga da essencia - andiroba,"[array([{'end': 23, 'label': 'CORTE', 'start': 19},
        {'end': 46, 'label': 'ESPECIE', 'start': 38}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
3b5f737a-e9d2-4a63-92b6-d04317f4f1f6,completed,f7163c7b-78d6-4ea7-9f14-1160e9685998,cumaru serrado mad.ind.de residuo caibrinho,"[array([{'end': 6, 'label': 'ESPECIE', 'start': 0},
        {'end': 43, 'label': 'CORTE', 'start': 34}], dtype=object)]",['05d4e3c7-2456-43e7-9d6b-0dd8f0661825'],['submitted']
